Retailer,Address,City,State,"Postal Code",Supplier,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key"
"Local Pie-Bluffton (CHS)","15 State of Mind Street",Bluffton,SC,29910-6287,"Southern Barrel Brewing Company",32.238408,-80.861496,1,rooftop,"15 State of Mind St",,"Bluffton, SC 29910",15,"State of Mind St",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnzah7a59cavmf5nxh5zyfdszdxc
"CHS Airport – Delaware (CHS)","5500 International Boulevard",Charleston,SC,29418-6900,"Southern Barrel Brewing Company",32.884199,-80.034632,1,rooftop,"5500 International Blvd",,"North Charleston, SC 29418",5500,"International Blvd",,,"North Charleston",SC,"Charleston County",29418,US,"Charleston County GIS",gcod_usnl87s96erxaavhkz2slylhk3jt5
"Lighthouse Miniature Golf - Bluffton (CHS)","24 Innovation Drive",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.270477,-80.918372,1,rooftop,"24 Innovation Dr",,"Bluffton, SC 29910",24,"Innovation Dr",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnxyydkecq5p264g82aa66c5cf29
"Okatie Ale House (CHS)","25 William Pope Drive",Bluffton,SC,29909-7501,"Southern Barrel Brewing Company",32.297148,-80.948873,1,rooftop,"25 William Pope Dr",,"Bluffton, SC 29909",25,"William Pope Dr",,,Bluffton,SC,"Beaufort County",29909,US,Beaufort,gcod_usn2l6vhmnkrwc4duyymjnpquq7ea
"Jamaica Joez HHI Resort (CHS)","1 Pecan and Tennis Drive","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.215084,-80.851298,0.89,street_center,"1st St",,"Bluffton, SC 29910",,"1st St",,,Bluffton,SC,"Beaufort County",29910,US,"TIGER/Line® dataset from the US Census Bureau",gcod_uss36luxay4dp5f2
"Crazy Crab-N.End (CHS)","104 William Hilton Parkway","Hilton Head Island",SC,29926-1216,"Southern Barrel Brewing Company",32.216603,-80.758822,0.99,rooftop,"104 Fording Island Rd",,"Bluffton, SC 29910",104,"Fording Island Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnf3n5v4gvbk8r7qjdmtvpml3hw4
"Jim-N-Nicks Bluffton (CHS)","872 Fording Island Road",Bluffton,SC,29910-8663,"Southern Barrel Brewing Company",32.266669,-80.860628,1,rooftop,"872 US-278",,"Bluffton, SC 29910",872,US-278,,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usncty3nzmya4rz4zhwlubud2m5j9
"Buffalo Wild Wings - Bluffton (CHS)","21 Bluffton Road",Bluffton,SC,29910-7620,"Southern Barrel Brewing Company",32.257262,-80.852891,1,rooftop,"21 Bluffton Rd",,"Bluffton, SC 29910",21,"Bluffton Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnlefkvejz5fy6bb8hz9j2dxxgwb
"Club Seats - HHI Main St (CHS)","2600 Main Street","Hilton Head Island",SC,29926-1622,"Southern Barrel Brewing Company",32.21448,-80.726568,1,rooftop,"2600 Main St",,"Hilton Head Island, SC 29926",2600,"Main St",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnkk3b6tgaps4ybj2lzwv24gakcd
"Hot Five (CHS)","70 Pennington Drive",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.260922,-80.857314,1,rooftop,"70 Pennington Dr",,"Bluffton, SC 29910",70,"Pennington Dr",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnhjtzygdqsb26b88s97gwx2pcea
"Santa Fe Cafe - WH Pkwy (CHS)","807 William Hilton Parkway","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.177457,-80.727682,1,rooftop,"807 William Hilton Pkwy",,"Hilton Head Island, SC 29928",807,"William Hilton Pkwy",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnf4g6dweq7zw5ba2semynw9p333
"Bonez Bar & Grill (CHS)","1540 Fording Island Road","Hilton Head Island",SC,29926,"Southern Barrel Brewing Company",32.235672,-80.806948,1,rooftop,"1540 Fording Island Rd",,"Hilton Head Island, SC 29926",1540,"Fording Island Rd",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnf3n5v4gvbk8r7km5xczsw4lwnh
"Hachiya Japanese (CHS)","688 Citadel Haven Drive",Charleston,SC,29414,"Southern Barrel Brewing Company",32.791998,-80.03369,1,rooftop,"688 Citadel Haven Dr",,"Charleston, SC 29414",688,"Citadel Haven Dr",,,Charleston,SC,"Charleston County",29414,US,"Charleston County GIS",gcod_usnhr962ntdflxdee25gke76ql6k8
"Tru Hilton Beaufort (CHS)","3664 Trask Parkway",Beaufort,SC,29906,"Southern Barrel Brewing Company",32.441402,-80.723435,1,rooftop,"3664 Trask Pkwy",,"Beaufort, SC 29906",3664,"Trask Pkwy",,,Beaufort,SC,"Beaufort County",29906,US,Beaufort,gcod_usn69m42wstqeqse74xne3z5657d2
"Hilton Garden Inn - Beaufort (CHS)","1500 Queen Street",Beaufort,SC,29902,"Southern Barrel Brewing Company",32.442328,-80.689081,1,rooftop,"1500 Queen St",,"Beaufort, SC 29902",1500,"Queen St",,,Beaufort,SC,"Beaufort County",29902,US,Beaufort,gcod_usnhd9c92p4c3ev2nk36pth6seueh
"Long Cove Golf Club (CHS)","44 Long Cove Drive","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.166755,-80.74958,1,rooftop,"44 Long Cove Dr",,"Hilton Head Island, SC 29928",44,"Long Cove Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usndh9t8aa3t9k5azqv89m72vrq36
"Capt Woodys-Bluff (CHS)","17 State of Mind Street",Bluffton,SC,29910-6287,"Southern Barrel Brewing Company",32.238446,-80.861676,1,rooftop,"17 State of Mind St",,"Bluffton, SC 29910",17,"State of Mind St",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnzah7a59cavmf5cm423uee5rx37
"Lost Local - Beaufort (CHS)","705 Bay Street",Beaufort,SC,29902,"Southern Barrel Brewing Company",32.430822,-80.670277,1,rooftop,"705 Bay St",,"Beaufort, SC 29902",705,"Bay St",,,Beaufort,SC,"Beaufort County",29902,US,Beaufort,gcod_usnmenusalcargu4drhcncwc539x6
"Heritage Golf-Port (CHS)","10 Clubhouse Drive","Hilton Head Island",SC,29928-3804,"Southern Barrel Brewing Company",32.215236,-80.687349,1,rooftop,"10 Clubhouse Dr",,"Hilton Head Island, SC 29928",10,"Clubhouse Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnmrauuudl4wym3x5up7zdkfvjxg
"Patriots Point Links (CHS)","1 Patriots Point Road","Mount Pleasant",SC,29464,"Southern Barrel Brewing Company",32.787711,-79.898739,1,rooftop,"1 Patriots Point Rd",,"Mount Pleasant, SC 29464",1,"Patriots Point Rd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"Charleston County GIS",gcod_usnnxr62b4pg664fnqufvdnjwjuh3
"The Smokehouse (CHS)","34 Palmetto Bay Road","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.160533,-80.766021,1,rooftop,"34 Palmetto Bay Rd",,"Hilton Head Island, SC 29928",34,"Palmetto Bay Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnzax6rwbzbtjs7rq7urnugfbdpg
"Elliotborough Mini Bar (CHS)","18 Percy Street",Charleston,SC,29403,"Southern Barrel Brewing Company",32.792796,-79.945118,1,rooftop,"18 Percy St",,"Charleston, SC 29403",18,"Percy St",,,Charleston,SC,"Charleston County",29403,US,"Charleston County GIS",gcod_usnzq8rwg2pwgsz9d7zy6vb6l2wk6
"Seacrest Beach Club Coligny (CHS)","10 North Forest Beach Drive","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.142536,-80.749174,1,rooftop,"10 N Forest Beach Dr",,"Hilton Head Island, SC 29928",10,"N Forest Beach Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usny6pafw6uftbth8635nzqshdymd
"Marriott- HHI Barony (CHS)","4 Grasslawn Avenue","Hilton Head Island",SC,29928-5583,"Southern Barrel Brewing Company",32.210083,-80.682399,1,rooftop,"4 Grasslawn Ave",,"Hilton Head Island, SC 29928",4,"Grasslawn Ave",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usn7sxjwrhq6pmr7dyple2s6w3cm4
"Dough Boys Pizza - Bluffton (CHS)","1230 May River Road",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.236782,-80.868567,1,rooftop,"1230 May River Rd",,"Bluffton, SC 29910",1230,"May River Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usn54a28cwj8hem9t83d3b2t9zmv9
"TGC @ Island West (CHS)","40 Island West Drive",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.284912,-80.92037,1,rooftop,"40 Island West Dr",,"Bluffton, SC 29910",40,"Island West Dr",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnujkxemcq6ehm5bnhskmumbcwyf
"Beach Club (CHS)","300 Tarpon Boulevard","Fripp Island",SC,29920,"Southern Barrel Brewing Company",32.315586,-80.479077,1,rooftop,"300 Tarpon Blvd",,"Saint Helena Island, SC 29920",300,"Tarpon Blvd",,,"Saint Helena Island",SC,"Beaufort County",29920,US,Beaufort,gcod_usnqj84w7bbqd5a3m2q77jzngp7ph
"Messex Old Country Store (CHS)","1185 May River Road",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.238979,-80.879868,1,range_interpolation,"1185 May River Rd",,"Bluffton, SC 29910",1185,"May River Rd",,,Bluffton,SC,"Beaufort County",29910,US,"TIGER/Line® from the US Census Bureau",gcod_usn54a28cwj8hem9dwrte4jxvws4h
"Old South Golf Links (CHS)","50 Buckingham Plantation Drive",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.233308,-80.814391,1,rooftop,"50 Buckingham Plantation Dr",,"Bluffton, SC 29910",50,"Buckingham Plantation Dr",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnbp2yvrvwht7h49a7pb9ceb8rja
"McConkeys (CHS)","108 Jungle Road","Edisto Island",SC,29438,"Southern Barrel Brewing Company",32.503652,-80.297892,1,rooftop,"108 Jungle Rd",,"Edisto Island, SC 29438",108,"Jungle Rd",,,"Edisto Island",SC,"Colleton County",29438,US,"Statewide SC",gcod_usnkr3ews84keh3aau5a88a7e272g
"Hilton Head National (CHS)","60 Hilton Head National Drive",Bluffton,SC,29910-6551,"Southern Barrel Brewing Company",32.235495,-80.826546,1,rooftop,"60 Hilton Head National Dr",,"Bluffton, SC 29910",60,"Hilton Head National Dr",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnrz5krnkk6976h7pyjmw9x6t2kc
"Nom Nom Poke (CHS)","267 Parkside Commons",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.239107,-80.97893,1,rooftop,"267 Parkside Commons",,"Bluffton, SC 29910",267,"Parkside Commons",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnjaztw586d5vp78rkx2vulcgspd
"Elks Lodge #242 - West Ashley (CHS)","1113 Sam Rittenberg Boulevard",Charleston,SC,29407,"Southern Barrel Brewing Company",32.824513,-79.990025,1,rooftop,"1113 Sam Rittenberg Blvd",,"Charleston, SC 29407",1113,"Sam Rittenberg Blvd",,,Charleston,SC,"Charleston County",29407,US,"Charleston County GIS",gcod_usngraghaq6me4f9k3gtadkljh3s3
"SERG Catering (CHS)","12 Capital Drive","Hilton Head Island",SC,29926,"Southern Barrel Brewing Company",32.204262,-80.709041,1,rooftop,"12 Capital Dr",,"Hilton Head Island, SC 29926",12,"Capital Dr",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnal4rgj9tduph9qy7u9cqfb33rf
"D'Fuskie's (CHS)","360 Spanish Wells Road","Hilton Head Island",SC,29926,"Southern Barrel Brewing Company",32.199576,-80.757389,1,rooftop,"360 Spanish Wells Rd",,"Hilton Head Island, SC 29926",360,"Spanish Wells Rd",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnkb3shzhjmaqsd4s8mxkuqc6wg7
"Shenanigans (CHS)","1815 Old Trolley Road",Summerville,SC,29485,"Southern Barrel Brewing Company",32.956766,-80.164615,1,rooftop,"1815 Old Trolley Rd",,"Summerville, SC 29485",1815,"Old Trolley Rd",,,Summerville,SC,"Dorchester County",29485,US,"Statewide SC",gcod_usnss38eytdu49g8vj823rfe9npr5
"Chas Crab House-Ji (CHS)","145 Wappoo Creek Drive",Charleston,SC,29412,"Southern Barrel Brewing Company",32.765559,-79.974833,1,rooftop,"145 Wappoo Creek Dr",,"Charleston, SC 29412",145,"Wappoo Creek Dr",,,Charleston,SC,"Charleston County",29412,US,"Charleston County GIS",gcod_usnbhvtvqknhwd5dlavdsb3drat5a
"Riverton Pointe Country Club (CHS)","2251 Hampton Pointe Boulevard",Hardeeville,SC,29927,"Southern Barrel Brewing Company",32.329316,-80.984422,0.8,nearest_rooftop_match,"2151 Hampton Pointe Blvd",,"Hardeeville, SC 29927",2151,"Hampton Pointe Blvd",,,Hardeeville,SC,"Jasper County",29927,US,Jasper,gcod_usngsqfsa997ta32blmdbuwx3qcpb
"Sunset Pizzeria (CHS)","2625 North Okatie Highway",Ridgeland,SC,29936,"Southern Barrel Brewing Company",32.336349,-80.929029,1,rooftop,"2625 N Okatie Hwy",,"Ridgeland, SC 29936",2625,"N Okatie Hwy",,,Ridgeland,SC,"Jasper County",29936,US,Jasper,gcod_usn9xzbeup4uqt83pbxl525u7lh48
"Nectar - Bluffton (CHS)","207 Bluffton Road",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.237986,-80.860131,1,rooftop,"207 Bluffton Rd",,"Bluffton, SC 29910",207,"Bluffton Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnlefkvejz5fy6bnxsacaxc2gf83
"Holiday Inn - WA Tower (CHS)","301 Savannah Highway",Charleston,SC,29407,"Southern Barrel Brewing Company",32.781199,-79.965135,1,rooftop,"301 Savannah Hwy",,"Charleston, SC 29407",301,"Savannah Hwy",,,Charleston,SC,"Charleston County",29407,US,"Charleston County GIS",gcod_usn84spdtwcpkaebzx6fp7rq3xhmg
"One Hot Mamas - HHI (CHS)","35 Office Park Road","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.154252,-80.766932,1,rooftop,"35 Office Park Rd",,"Hilton Head Island, SC 29928",35,"Office Park Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnkgetvlln89s3gd9j4k5fajvbyb
"Giuseppi's-Lthouse (CHS)","71 Lighthouse Road","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.131258,-80.801117,1,rooftop,"71 Lighthouse Rd",,"Hilton Head Island, SC 29928",71,"Lighthouse Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnk2bqyergn4dk6pbq3szba7z3hh
"Nectar HHI (CHS)","841 William Hilton Parkway","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.173191,-80.732377,1,rooftop,"841 William Hilton Pkwy",,"Hilton Head Island, SC 29928",841,"William Hilton Pkwy",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnf4g6dweq7zw5b6wglpkprzd9ra
"El Molino Taqueria - Maybank (CHS)","2901 Maybank Highway","Johns Island",SC,29455,"Southern Barrel Brewing Company",32.740362,-80.04393,1,rooftop,"2901 Maybank Hwy",,"Johns Island, SC 29455",2901,"Maybank Hwy",,,"Johns Island",SC,"Charleston County",29455,US,"Charleston County GIS",gcod_usn4bxjjv5r333f3fv4vxk2pprjdd
"Spring Island Club (CHS)","1 Mobley Oaks Lane",Okatie,SC,29909,"Southern Barrel Brewing Company",32.339376,-80.829257,1,rooftop,"1 Mobley Oaks Ln",,"Okatie, SC 29909",1,"Mobley Oaks Ln",,,Okatie,SC,"Beaufort County",29909,US,Beaufort,gcod_usnnh8bej4yqdswaygsa4n7m48msf
"Courtyard North Charleston (CHS)","2415 Mall Drive","North Charleston",SC,29406,"Southern Barrel Brewing Company",32.875404,-80.010981,1,rooftop,"2415 Mall Dr",,"North Charleston, SC 29406",2415,"Mall Dr",,,"North Charleston",SC,"Charleston County",29406,US,"Charleston County GIS",gcod_usnvzxbjhqa99en7tecz8lvpu9kl5
"Rollers Wine & Beer Palmetto (CHS)","9 Palmetto Bay Road","Hilton Head Island",SC,29928-3203,"Southern Barrel Brewing Company",32.156776,-80.764275,1,rooftop,"9 Palmetto Bay Rd",,"Hilton Head Island, SC 29928",9,"Palmetto Bay Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnzax6rwbzbtjs7jt9pyp8habph8
"Coastal Skillet (CHS)","112 Renaissance Lane",Charleston,SC,29492,"Southern Barrel Brewing Company",32.920566,-79.86911,1,rooftop,"112 Renaissance Ln",,"Charleston, SC 29492",112,"Renaissance Ln",,,Charleston,SC,"Berkeley County",29492,US,Berkeley,gcod_usnzya7mdyd98dwcz7vbcycr5khs3
"NYC Pizza - Bluffton Buckw (CHS)","101 Buckwalter Place Boulevard",Bluffton,SC,29910-5155,"Southern Barrel Brewing Company",32.270532,-80.916747,1,rooftop,"101 Buckwalter Place Blvd",,"Bluffton, SC 29910",101,"Buckwalter Place Blvd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnkr4gvcnpqhmk3wxgqvjuy2n88b
"Sandbar (CHS)","101 Pope Avenue","Hilton Head Island",SC,29928-1015,"Southern Barrel Brewing Company",32.143341,-80.751939,1,rooftop,"101 Pope Ave",,"Hilton Head Island, SC 29928",101,"Pope Ave",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnb4qptqe8drxege9qng4wf5rum5
"Lake Jasper RV Village (CHS)","44 Camp Lake Drive",Hardeeville,SC,29927,"Southern Barrel Brewing Company",32.32343,-81.038409,1,rooftop,"44 Camp Lake Dr",,"Hardeeville, SC 29927",44,"Camp Lake Dr",,,Hardeeville,SC,"Jasper County",29927,US,Jasper,gcod_usnthuksgcw2duq26wpyvl7ypmvue
"GG's Pub & Play (CHS)","1003 Paris Avenue","Port Royal",SC,29935,"Southern Barrel Brewing Company",32.376406,-80.692838,1,rooftop,"1003 Paris Ave",,"Port Royal, SC 29935",1003,"Paris Ave",,,"Port Royal",SC,"Beaufort County",29935,US,Beaufort,gcod_usnd9w3cdnvypdtahjqdd3gbgpqu7
"All American Sports Bar (CHS)","545 Belle Station Boulevard","Mount Pleasant",SC,29464,"Southern Barrel Brewing Company",32.843088,-79.854119,1,rooftop,"545 Belle Station Blvd",,"Mount Pleasant, SC 29464",545,"Belle Station Blvd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"Charleston County GIS",gcod_usnenge7lprgvuvamrhh55be5ecd3
