Retailer,Address,Postal Code,City,State,Supplier,Brand Name,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Geocodio Stable Address Key
Momo Crowfield (CHS),300 Hamlet Circle,29445,Goose Creek,SC,Rusty Bull Brewing Company,Rusty Bull Juice Juice,33.003602,-80.080394,1,rooftop,300 Hamlet Cir,"Goose Creek, SC 29445",300,Hamlet Cir,,,Goose Creek,SC,Berkeley County,29445,US,Berkeley,gcod_usnddplsfuzqjtj2zbevts2czcadc
All American Sports Bar (CHS),545 Belle Station Boulevard,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Juice Juice,32.843088,-79.854119,1,rooftop,545 Belle Station Blvd,"Mount Pleasant, SC 29464",545,Belle Station Blvd,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnenge7lprgvuvamrhh55be5ecd3
Dog & Duck - Belle Hall (CHS),624 Long Point Road,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Juice Juice,32.840802,-79.857315,1,rooftop,624 Long Point Rd,"Mount Pleasant, SC 29464",624,Long Point Rd,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnq9vmw4t26q7ee4rjxd2nzcyf8b
The Establishment (CHS),28 Broad Street,29401,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Juice Juice,32.776912,-79.928304,1,rooftop,28 Broad St,"Charleston, SC 29401",28,Broad St,,,Charleston,SC,Charleston County,29401,US,Charleston County GIS,gcod_usnn2jeyly2jsujb988avw2fhvz6h
Cannon Distillery (CHS),1734 Signal Point Road,29412,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Juice Juice,32.709689,-79.966768,1,rooftop,1734 Signal Point Rd,"Charleston, SC 29412",1734,Signal Point Rd,,,Charleston,SC,Charleston County,29412,US,Charleston County GIS,gcod_usnt5y4py3m2usj47rqenlwa7ndx7
Elks Lodge #242 - West Ashley (CHS),1113 Sam Rittenberg Boulevard,29407,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.824513,-79.990025,1,rooftop,1113 Sam Rittenberg Blvd,"Charleston, SC 29407",1113,Sam Rittenberg Blvd,,,Charleston,SC,Charleston County,29407,US,Charleston County GIS,gcod_usngraghaq6me4f9k3gtadkljh3s3
Charleston Sports Pub-Summerville (CHS),10040 Dorchester Road,29485,Summerville,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.953995,-80.16344,1,rooftop,10040 Dorchester Rd,"Summerville, SC 29485",10040,Dorchester Rd,,,Summerville,SC,Dorchester County,29485,US,Statewide SC,gcod_usn8h8gaawezstt3eulrvgrsq33xh
Emeline Hotel (CHS),181 Church Street,29401,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.781359,-79.929773,1,rooftop,181 Church St,"Charleston, SC 29401",181,Church St,,,Charleston,SC,Charleston County,29401,US,Charleston County GIS,gcod_usnhsulg398axrx2pqyvnqsywuqb8
King Street Dispensary (CHS),559 King Street,29403,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.791545,-79.940409,1,rooftop,559 King St,"Charleston, SC 29403",559,King St,,,Charleston,SC,Charleston County,29403,US,Charleston County GIS,gcod_usn2dwm2dywj3jualrtr4lqc972r5
Oak Steakhouse (CHS),17 Broad Street,29401,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.776629,-79.92786,1,rooftop,17 Broad St,"Charleston, SC 29401",17,Broad St,,,Charleston,SC,Charleston County,29401,US,Charleston County GIS,gcod_usnn2jeyly2jsujbw6krugdtkdmec
Bon Banh Mi - Mt P (CHS),1440 Ben Sawyer Boulevard,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.79333,-79.852697,1,rooftop,1440 Ben Sawyer Blvd,"Mount Pleasant, SC 29464",1440,Ben Sawyer Blvd,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usn4drgl74yfzesh9jy2tj76xmwec
Viva Tacos - DI (CHS),864 Island Park Drive,29492,Daniel Island,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.863917,-79.90495,1,rooftop,864 Island Park Dr,"Daniel Island, SC 29492",864,Island Park Dr,,,Daniel Island,SC,Berkeley County,29492,US,Berkeley,gcod_usnfu34ru7esvzse5lgk2k8dk8dm5
Aloft Hotel - Tanger (CHS),4875 Tanger Outlet Boulevard,29418,North Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.869473,-80.014714,1,rooftop,4875 Tanger Outlet Blvd,"North Charleston, SC 29418",4875,Tanger Outlet Blvd,,,North Charleston,SC,Charleston County,29418,US,Charleston County GIS,gcod_usnxvt3ypm7jpf4dqppxygvqwkab4
Extra Virgin Oven - Park Circle (CHS),1075 East Montague Avenue,29405,North Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.881299,-79.976973,1,rooftop,1075 E Montague Ave,"North Charleston, SC 29405",1075,E Montague Ave,,,North Charleston,SC,Charleston County,29405,US,Charleston County GIS,gcod_usnd57utpkg2zx45fujckpenauj7a
Bay St Biergarten (CHS),549 East Bay Street,29403,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.792011,-79.931473,1,rooftop,549 E Bay St,"Charleston, SC 29403",549,E Bay St,,,Charleston,SC,Charleston County,29403,US,Charleston County GIS,gcod_usn9nhveyx42tdrb7t9t9l2lvv4s7
1711 Taphouse (CHS),3668 Trask Parkway,29906,Beaufort,SC,Rusty Bull Brewing Company,Rusty Bull Livin' Easy,32.441626,-80.722728,1,rooftop,3668 Trask Pkwy,"Beaufort, SC 29906",3668,Trask Pkwy,,,Beaufort,SC,Beaufort County,29906,US,Beaufort,gcod_usn69m42wstqeqser25sz2nk4xfe4
Saltwater Cowboys (CHS),130 Mill Street,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Saltwater Cerveza,32.791552,-79.881882,1,rooftop,130 Mill St,"Mount Pleasant, SC 29464",130,Mill St,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnjsyjpx3chj324d59t6p63d4u9e
Cantaritos Mexican Kitchen (CHS),214 Okatie Village Drive,29909,Okatie,SC,Rusty Bull Brewing Company,Rusty Bull Saltwater Cerveza,32.295596,-80.944109,1,rooftop,214 Okatie Village Dr,"Okatie, SC 29909",214,Okatie Village Dr,,,Okatie,SC,Beaufort County,29909,US,Beaufort,gcod_usnuwqhchtncauff3en6c25ntpvp7
Charleston Battery S/E (CHS),85 Patriots Point Drive,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Saltwater Cerveza,32.795022,-79.902325,1,rooftop,85 Patriots Point Rd,"Mount Pleasant, SC 29464",85,Patriots Point Rd,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnnxr62b4pg664fkuu6m7btabys5
Mellow Mushroom-Avondale (CHS),19 Magnolia Road,29407,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.782514,-79.986178,1,rooftop,19 Magnolia Rd,"Charleston, SC 29407",19,Magnolia Rd,,,Charleston,SC,Charleston County,29407,US,Charleston County GIS,gcod_usn9t5wkxys94er47nckw6wv4ne3d
Rivertowne Public House (CHS),2015 Highway 41,29466,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.897169,-79.821059,0.91,nearest_rooftop_match,2011 SC-41,"Mount Pleasant, SC 29466",2011,SC-41,,,Mount Pleasant,SC,Charleston County,29466,US,Charleston County GIS,gcod_usn5m2gbphrzv7t4d9w6f5fkcztwb
Mix (CHS),730 Coleman Boulevard,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.792921,-79.868456,1,rooftop,730 Coleman Blvd,"Mount Pleasant, SC 29464",730,Coleman Blvd,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnstsra729yz4t4x4bcqvuznv9gh
Bad Daddy's Burger Bar (CHS),200 Front Street,29486,Summerville,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,33.040905,-80.140726,1,rooftop,200 Front St,"Summerville, SC 29486",200,Front St,,,Summerville,SC,Berkeley County,29486,US,Berkeley,gcod_usnpub4sflydmxg5ydun9alcba2k4
Bohemian Bull - James Island (CHS),1531 Folly Road,29412,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.708256,-79.964436,1,rooftop,1531 Folly Rd,"Charleston, SC 29412",1531,Folly Rd,,,Charleston,SC,Charleston County,29412,US,Charleston County GIS,gcod_usn8vewwym3yhyn4q22dju7grhw85
Fleet Landing (CHS),186 Concord Street,29401,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.780386,-79.924835,1,rooftop,186 Concord St,"Charleston, SC 29401",186,Concord St,,,Charleston,SC,Charleston County,29401,US,Charleston County GIS,gcod_usnq4usy2lmewaq5uguuhv67fbqjb
Smoke N Folly (CHS),815 Folly Road,29412-3434,Charleston,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.73891,-79.967338,1,rooftop,815 Folly Rd,"Charleston, SC 29412",815,Folly Rd,,,Charleston,SC,Charleston County,29412,US,Statewide SC,gcod_usn8vewwym3yhyn4w2yjavnyuwp47
Sesame - Mt P (CHS),675 Johnnie Dodds Boulevard,29464,Mount Pleasant,SC,Rusty Bull Brewing Company,Rusty Bull Tumbling Monk,32.807126,-79.878413,1,rooftop,675 Johnnie Dodds Blvd,"Mount Pleasant, SC 29464",675,Johnnie Dodds Blvd,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnjz6pduu3pt2af3t7ypzx2zdpqa
T-Bonz-West Ashley (CHS),1668 Old Towne Road,29407,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.816481,-79.992887,1,rooftop,1668 Old Towne Rd,"Charleston, SC 29407",1668,Old Towne Rd,,,Charleston,SC,Charleston County,29407,US,Charleston County GIS,gcod_usnhkv4hmbv4uu33eb35sm3kn7e2b
Sipango DBA Rudy Royale (CHS),209 East Bay Street,29401,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.780329,-79.927353,1,rooftop,209 E Bay St,"Charleston, SC 29401",209,E Bay St,,,Charleston,SC,Charleston County,29401,US,Charleston County GIS,gcod_usncncrkar7hbeedwu4gwmk5vbdw7
Swig & Swine - Summerville (CHS),1990 Old Trolley Road,29485,Summerville,SC,Rusty Bull Brewing Company,*Products Not mapped,32.953715,-80.166493,1,rooftop,1990 Old Trolley Rd,"Summerville, SC 29485",1990,Old Trolley Rd,,,Summerville,SC,Dorchester County,29485,US,Statewide SC,gcod_usnss38eytdu49g8hs8hvbajr95j9
Brick (CHS),24 Ann Street,29401,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.7901,-79.937264,0.99,rooftop,24 Ann St,"Charleston, SC 29403",24,Ann St,,,Charleston,SC,Charleston County,29403,US,Charleston County GIS,gcod_usny2yqsaeyugm94qfazsuk87pmad
Hometeam BBQ - Downtown (CHS),126 Williman Street,29403,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.8092,-79.946443,1,rooftop,126 Williman St,"Charleston, SC 29403",126,Williman St,,,Charleston,SC,Charleston County,29403,US,Charleston County GIS,gcod_usnkc8n46ej6yx597vkzfwxqbtldh
Crust Station (CHS),114 Jungle Road,29438,Edisto Island,SC,Rusty Bull Brewing Company,*Products Not mapped,32.503139,-80.298735,1,rooftop,114 Jungle Rd,"Edisto Island, SC 29438",114,Jungle Rd,,,Edisto Island,SC,Colleton County,29438,US,Statewide SC,gcod_usnkr3ews84keh3a8l2vhvnlx94re
Refuge - IOP (CHS),1517 Palm Boulevard,29451,Isle Of Palms,SC,Rusty Bull Brewing Company,*Products Not mapped,32.789578,-79.786242,1,rooftop,1517 Palm Blvd,"Isle of Palms, SC 29451",1517,Palm Blvd,,,Isle of Palms,SC,Charleston County,29451,US,Statewide SC,gcod_usnujauxvc77hc2hvd7cwm6cdbmpe
Chas Beer Works (CHS),480 King Street,29403,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.790143,-79.939046,1,rooftop,480 King St,"Charleston, SC 29403",480,King St,,,Charleston,SC,Charleston County,29403,US,Charleston County GIS,gcod_usn2dwm2dywj3juasvx2mg94c9tw2
Lost Local - Beaufort (CHS),705 Bay Street,29902,Beaufort,SC,Rusty Bull Brewing Company,*Products Not mapped,32.430822,-80.670277,1,rooftop,705 Bay St,"Beaufort, SC 29902",705,Bay St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort,gcod_usnmenusalcargu4drhcncwc539x6
Catch23 (CHS),10 Center Street,29439,Folly Beach,SC,Rusty Bull Brewing Company,*Products Not mapped,32.655698,-79.940709,1,rooftop,10 Center St,"Folly Beach, SC 29439",10,Center St,,,Folly Beach,SC,Charleston County,29439,US,Statewide SC,gcod_usnv3klw4pdqne2afeshrua79zb6c
Garage 75 (CHS),1175 Folly Road,29412,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.723967,-79.967928,1,rooftop,1175 Folly Rd,"Charleston, SC 29412",1175,Folly Rd,,,Charleston,SC,Charleston County,29412,US,Charleston County GIS,gcod_usn8vewwym3yhyn4ga6fqmhhftzfd
Shadowmoss Plantation (CHS),20 Dunvegan Drive,29414,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.844215,-80.074246,1,range_interpolation,20 Dunvegan Dr,"Charleston, SC 29414",20,Dunvegan Dr,,,Charleston,SC,Charleston County,29414,US,TIGER/Line® from the US Census Bureau,gcod_usncfb74y6x6n53ha8un9jjhkd775
Hometeam BBQ - Sullivans (CHS),2209 Middle Street,29482,Sullivans Island,SC,Rusty Bull Brewing Company,*Products Not mapped,32.762349,-79.836888,1,rooftop,2209 Middle St,"Sullivans Island, SC 29482",2209,Middle St,,,Sullivans Island,SC,Charleston County,29482,US,Statewide SC,gcod_usnyjfwp23bczmgaj4h5zyr2f2bw3
Saltus River Grill (CHS),802 Bay Street,29902-5594,Beaufort,SC,Rusty Bull Brewing Company,*Products Not mapped,32.430608,-80.671096,1,rooftop,802 Bay St,"Beaufort, SC 29902",802,Bay St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort,gcod_usnmenusalcargu4cumh34rkjf4g7
Hometeam BBQ - West Ashley (CHS),1205 Ashley River Road,29407,Charleston,SC,Rusty Bull Brewing Company,*Products Not mapped,32.796967,-79.99767,1,rooftop,1205 Ashley River Rd,"Charleston, SC 29407",1205,Ashley River Rd,,,Charleston,SC,Charleston County,29407,US,Charleston County GIS,gcod_usna2372jezulbreuy883rkh6jlp2
Grace And Grit (CHS),320 Wingo Way,29464-2839,Mount Pleasant,SC,Rusty Bull Brewing Company,*Products Not mapped,32.805265,-79.892412,1,rooftop,320 Wingo Way,"Mount Pleasant, SC 29464",320,Wingo Way,,,Mount Pleasant,SC,Charleston County,29464,US,Charleston County GIS,gcod_usnuj8lp9p2ugutd33xaur63gjay9
Old Bull Tavern (CHS),205 West Street,29902-5558,Beaufort,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.431297,-80.671696,1,rooftop,205 West St,"Beaufort, SC 29902",205,West St,,,Beaufort,SC,Beaufort County,29902,US,Beaufort,gcod_usn8q3ppeymvj2gbbvsk4abwkkbb5
Foolish Frog - St Helena (CHS),846 Sea Island Parkway,29920-3902,Saint Helena,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.396576,-80.578052,1,rooftop,846 Sea Island Pkwy,"Saint Helena Island, SC 29920",846,Sea Island Pkwy,,,Saint Helena Island,SC,Beaufort County,29920,US,Beaufort,gcod_usnnsy7fwercp7v7pxeewdbzu37fa
Carolina Tasting Room (CHS),1 North Forest Beach Drive,29928,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.143409,-80.750369,1,rooftop,1 N Forest Beach Dr,"Hilton Head Island, SC 29928",1,N Forest Beach Dr,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usny6pafw6uftbthssgsbsmg5sbhe
Ms. Roses (CHS),1090 Sam Rittenberg Boulevard,29407,Charleston,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.822413,-79.992264,1,rooftop,1090 Sam Rittenberg Blvd,"Charleston, SC 29407",1090,Sam Rittenberg Blvd,,,Charleston,SC,Charleston County,29407,US,Charleston County GIS,gcod_usngraghaq6me4f9wr2r6h37uclt7
Legend Oaks Golf Club (CHS),118 Legend Oaks Way,29485,Summerville,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.946248,-80.232916,1,rooftop,118 Legend Oaks Way,"Summerville, SC 29485",118,Legend Oaks Way,,,Summerville,SC,Dorchester County,29485,US,Statewide SC,gcod_usnf6aqwu6tyyagbv85x8c7uvqjsg
Westin - HHI (CHS),2 Grasslawn Avenue,29928-5583,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.209219,-80.680921,1,rooftop,2 Grasslawn Ave,"Hilton Head Island, SC 29928",2,Grasslawn Ave,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usn7sxjwrhq6pmr7kw5buphe8yvqe
Sonesta Resort - HHI (CHS),122 North Forest Beach Drive,29928-4932,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.152116,-80.733655,1,range_interpolation,122 N Forest Beach Dr,"Hilton Head Island, SC 29928",122,N Forest Beach Dr,,,Hilton Head Island,SC,Beaufort County,29928,US,TIGER/Line® from the US Census Bureau,gcod_usny6pafw6uftbthyfnm5d8zkb498
Omni Resort HHI PDunes (CHS),23 Ocean Lane,29928-5121,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.162107,-80.721778,1,rooftop,23 Ocean Ln,"Hilton Head Island, SC 29928",23,Ocean Ln,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usnftg5zgmudnr9exl42uw4gun6w9
Jinya Ramen Bar (CHS),95 Mathews Drive F 3-5,29926,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.21104,-80.700752,1,rooftop,95 Mathews Dr,"Hilton Head Island, SC 29926",95,Mathews Dr,Ste,B5,Hilton Head Island,SC,Beaufort County,29926,US,Beaufort,gcod_usnnp5hl2mq29fvaut28rzm9uyup4
Marriott- HHI Barony (CHS),4 Grasslawn Avenue,29928-5583,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.210083,-80.682399,1,rooftop,4 Grasslawn Ave,"Hilton Head Island, SC 29928",4,Grasslawn Ave,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usn7sxjwrhq6pmr7dyple2s6w3cm4
Club House - Dataw (CHS),100 Dataw Club Road,29920,Saint Helena,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.432084,-80.581921,1,rooftop,100 Dataw Club Rd,"Saint Helena Island, SC 29920",100,Dataw Club Rd,,,Saint Helena Island,SC,Beaufort County,29920,US,Beaufort,gcod_usn5xqp5h6hmkf2gz6sfpvxu3b293
Chechessee Creek (CHS),14 Tucker Point,29909-3836,Okatie,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.358376,-80.858859,1,rooftop,14 Tucker Pt,"Okatie, SC 29909",14,Tucker Pt,,,Okatie,SC,Beaufort County,29909,US,Beaufort,gcod_usnhqs5ls4p64vv56rez3rputmtta
Capt Woodys-Bluff (CHS),17 State of Mind Street,29910-6287,Bluffton,SC,Southern Barrel Brewing Company,Southern Barrel Beach Bully Pale Ale,32.238446,-80.861676,1,rooftop,17 State of Mind St,"Bluffton, SC 29910",17,State of Mind St,,,Bluffton,SC,Beaufort County,29910,US,Beaufort,gcod_usnzah7a59cavmf5cm423uee5rx37
Tattooed Moose - Park Circle (CHS),4845 Chateau Avenue,29405,North Charleston,SC,Southern Barrel Brewing Company,Southern Barrel Bluff Lite,32.882489,-79.977127,1,rooftop,4845 Chateau Ave,"North Charleston, SC 29405",4845,Chateau Ave,,,North Charleston,SC,Charleston County,29405,US,Charleston County GIS,gcod_usn776ytn926cmxd8az5h2h52bym9
Up the Creek at Broad Creek Marina (CHS),18 Simmons Road,29926-2322,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.185255,-80.756896,1,rooftop,18 Simmons Rd,"Hilton Head Island, SC 29926",18,Simmons Rd,,,Hilton Head Island,SC,Beaufort County,29926,US,Beaufort,gcod_usnu63ytvgc3lr945thmdyqjnm97f
Callahan's (CHS),49 New Orleans Road,29928-4737,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.155208,-80.758727,1,rooftop,49 New Orleans Rd,"Hilton Head Island, SC 29928",49,New Orleans Rd,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usnxc6ruxw8nxgrhbxlwb8fj8pt33
Golf Club @ Indigo (CHS),101 Berwick Drive,29926-2290,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.200573,-80.74507,1,rooftop,101 Berwick Dr,"Hilton Head Island, SC 29926",101,Berwick Dr,,,Hilton Head Island,SC,Beaufort County,29926,US,Beaufort,gcod_usn7m69sj8evsf26jhsqr8zmer5z5
SC Yacht Club - HHI (CHS),10 Yacht Club Drive,29926,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.216236,-80.779874,1,rooftop,10 Yacht Club Dr,"Hilton Head Island, SC 29926",10,Yacht Club Dr,,,Hilton Head Island,SC,Beaufort County,29926,US,Beaufort,gcod_usnh2qcqvsfx4vf7v2c8mv86w6ltb
Heges - Freshfields (CHS),275 Gardners Circle,29455,Johns Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.607542,-80.148365,1,rooftop,275 Gardeners Cir,"Johns Island, SC 29455",275,Gardeners Cir,,,Johns Island,SC,Charleston County,29455,US,Statewide SC,gcod_usnf8xv255qa62nah7rpj4xxwxqna
Crazy Crab-Sea Pines (CHS),149 Lighthouse Road,29928-7207,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.138677,-80.81104,1,rooftop,149 Lighthouse Rd,"Hilton Head Island, SC 29928",149,Lighthouse Rd,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usnk2bqyergn4dk6gpsdgwh7xqheg
Long Cove Golf Club (CHS),44 Long Cove Drive,29928,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.166755,-80.74958,1,rooftop,44 Long Cove Dr,"Hilton Head Island, SC 29928",44,Long Cove Dr,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usndh9t8aa3t9k5azqv89m72vrq36
Giuseppi's - Bluffton (CHS),25 Bluffton Road,29910-7619,Bluffton,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.256357,-80.853236,1,rooftop,25 Bluffton Rd,"Bluffton, SC 29910",25,Bluffton Rd,,,Bluffton,SC,Beaufort County,29910,US,Beaufort,gcod_usnlefkvejz5fy6br5eedawj7w8fd
Morgan River Grill (CHS),100 Marina Drive,29920,Saint Helena Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.450314,-80.577312,1,rooftop,100 Marina Dr,"Saint Helena Island, SC 29920",100,Marina Dr,,,Saint Helena Island,SC,Beaufort County,29920,US,Beaufort,gcod_usnz888rjre6vnh6p5g3wlreq39p9
Dig In Park Circle (CHS),1049 East Montague Avenue,29405,North Charleston,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.881246,-79.975903,1,rooftop,1049 E Montague Ave,"North Charleston, SC 29405",1049,E Montague Ave,,,North Charleston,SC,Charleston County,29405,US,Charleston County GIS,gcod_usnd57utpkg2zx45ktreqhepkuzkg
Neighborhood Tap House - A Phos (CHS),5101 Ashley Phosphate Rd #101,29418,North Charleston,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.915686,-80.099597,1,rooftop,5101 Ashley Phosphate Rd,"North Charleston, SC 29418",5101,Ashley Phosphate Rd,Ste,101,North Charleston,SC,Dorchester County,29418,US,Statewide SC,gcod_usnbye2wmwgmxmtc9yu2ywpbhxj59
Flat Bread Grill (CHS),2 North Forest Beach Drive,29928-7707,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.142441,-80.750283,1,rooftop,2 N Forest Beach Dr,"Hilton Head Island, SC 29928",2,N Forest Beach Dr,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usny6pafw6uftbtht8mkchh792ujd
Tios (CHS),40 Shelter Cove Lane,29928-3543,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.186201,-80.720905,1,rooftop,40 Shelter Cove Ln,"Hilton Head Island, SC 29928",40,Shelter Cove Ln,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usnvtffm9w76pa44vjubwep9jq4zc
Cane Pazzo (CHS),1276 Yeamans Hall Road,29410,Hanahan,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.901259,-80.011443,1,rooftop,1276 Yeamans Hall Rd,"Hanahan, SC 29410",1276,Yeamans Hall Rd,,,Hanahan,SC,Berkeley County,29410,US,Berkeley,gcod_usn8uwgzuqv7d9bbdwmjk6gdnd8n4
Piace Pizza - Beaufort (CHS),1 Merchants Lane,29907-8005,Beaufort,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.433861,-80.641133,1,rooftop,1 Merchant Ln,"Ladys Island, SC 29907",1,Merchant Ln,,,Ladys Island,SC,Beaufort County,29907,US,Beaufort,gcod_usny9t444c7p8hqcm33dwy3pv3kt4
Heritage Golf-Port (CHS),10 Clubhouse Drive,29928-3804,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.215236,-80.687349,1,rooftop,10 Clubhouse Dr,"Hilton Head Island, SC 29928",10,Clubhouse Dr,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usnmrauuudl4wym3x5up7zdkfvjxg
Marriott - HHI Surfwatch (CHS),10 Surfwatch Way,29928-5336,Hilton Head Island,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.196365,-80.697376,1,rooftop,10 Surf Watch Way,"Hilton Head Island, SC 29928",10,Surf Watch Way,,,Hilton Head Island,SC,Beaufort County,29928,US,Beaufort,gcod_usnnhur8x49p4bb6kwb6abzq2e7s6
American Legion #147 - James Island (CHS),968 Folly Road,29412,Charleston,SC,Southern Barrel Brewing Company,Southern Barrel Damn Yankee IPA,32.730674,-79.968141,1,rooftop,968 Folly Rd,"Charleston, SC 29412",968,Folly Rd,,,Charleston,SC,Charleston County,29412,US,Statewide SC,gcod_usn8vewwym3yhyn4vlpav8rek2dzh
